Date,Profit
2008-10-21,8143.0
2008-10-22,4170.0
2008-10-23,2918.0
2008-10-24,2918.0
2008-10-27,2918.0
2008-10-28,2918.0
2008-10-29,4376.0
2008-10-30,6980.0
2008-10-31,6788.0
2008-11-03,7780.0
2008-11-04,9786.0
2008-11-05,7317.0
2008-11-06,5893.0
2008-11-07,6196.0
2008-11-10,6307.0
2008-11-11,6793.0
2008-11-12,3905.0
2008-11-13,5524.0
2008-11-14,5320.0
2008-11-17,5248.0
2008-11-18,3626.0
2008-11-19,2936.0
2008-11-21,2936.0
2008-11-24,5874.0
2008-11-25,6498.0
2008-11-26,8155.0
2008-11-27,7898.0
2008-11-28,8281.0
2008-12-01,6426.0
2008-12-02,6686.0
2008-12-03,6982.0
2008-12-04,6813.0
2008-12-05,7032.0
2008-12-08,9970.0
2008-12-09,9653.0
2008-12-10,10689.0
2008-12-11,10204.0
2008-12-12,11059.0
2008-12-15,10005.0
2008-12-16,11678.0
2008-12-17,11632.0
2008-12-18,11221.0
2008-12-19,11221.0
2008-12-22,9709.0
2008-12-23,9709.0
2008-12-26,10102.0
2008-12-29,10298.0
2008-12-30,10788.0
2009-01-02,13482.0
2009-01-05,14757.0
2009-01-06,15550.0
2009-01-07,14058.0
2009-01-08,15229.0
2009-01-09,14821.0
2009-01-12,12641.0
2009-01-13,12782.0
2009-01-14,11220.0
2009-01-15,12389.0
2009-01-16,12580.0
2009-01-19,12066.0
2009-01-20,10510.0
2009-01-21,10510.0
2009-01-22,9861.0
2009-01-23,10099.0
2009-01-26,10476.0
2009-01-27,10666.0
2009-01-28,12194.0
2009-01-29,11605.0
2009-01-30,11268.0
2009-02-02,10633.0
2009-02-03,10633.0
2009-02-04,11015.0
2009-02-05,11995.0
2009-02-06,13642.0
2009-02-09,12986.0
2009-02-10,12093.0
2009-02-11,11732.0
2009-02-12,11387.0
2009-02-13,12560.0
2009-02-16,12727.0
2009-02-17,10733.0
2009-02-18,10560.0
2009-02-19,10560.0
2009-02-20,9545.0
2009-02-25,9062.0
2009-02-26,9010.0
2009-02-27,9010.0
2009-03-02,7062.0
2009-03-03,7295.0
2009-03-04,9229.0
2009-03-05,8196.0
2009-03-06,7932.0
2009-03-09,7568.0
2009-03-10,7568.0
2009-03-11,7578.0
2009-03-12,7925.0
2009-03-13,7788.0
2009-03-16,7380.0
2009-03-17,7380.0
2009-03-18,8011.0
2009-03-19,8322.0
2009-03-20,7945.0
2009-03-23,10308.0
2009-03-24,9345.0
2009-03-25,9668.0
2009-03-26,10458.0
2009-03-27,9776.0
2009-03-30,8522.0
2009-03-31,8795.0
2009-04-01,9845.0
2009-04-02,11605.0
2009-04-03,12260.0
2009-04-06,12036.0
2009-04-07,11694.0
2009-04-08,11694.0
2009-04-09,13051.0
2009-04-13,13504.0
2009-04-14,12930.0
2009-04-15,12785.0
2009-04-16,12785.0
2009-04-17,12538.0
2009-04-20,11193.0
2009-04-22,11648.0
2009-04-23,12561.0
2009-04-24,13532.0
2009-04-27,12580.0
2009-04-28,12581.0
2009-04-29,13987.0
2009-04-30,14050.0
2009-05-04,17165.0
2009-05-05,17430.0
2009-05-06,18259.0
2009-05-07,16818.0
2009-05-08,18156.0
2009-05-11,17736.0
2009-05-12,17086.0
2009-05-13,15439.0
2009-05-14,16206.0
2009-05-15,15767.0
2009-05-18,18223.0
2009-05-19,18107.0
2009-05-20,18005.0
2009-05-21,18005.0
2009-05-22,18005.0
2009-05-25,18253.0
2009-05-26,19278.0
2009-05-27,19229.0
2009-05-28,20478.0
2009-05-29,20635.0
2009-06-01,21923.0
2009-06-02,21437.0
2009-06-03,19524.0
2009-06-04,19524.0
2009-06-05,19401.0
2009-06-08,19690.0
2009-06-09,19217.0
2009-06-10,19471.0
2009-06-12,19618.0
2009-06-15,18094.0
2009-06-16,17266.0
2009-06-17,17106.0
2009-06-18,17106.0
2009-06-19,17106.0
2009-06-22,15227.0
2009-06-23,15546.0
2009-06-24,15404.0
2009-06-25,17247.0
2009-06-26,17218.0
2009-06-29,17870.0
2009-06-30,17197.0
2009-07-01,17276.0
2009-07-02,16757.0
2009-07-03,16667.0
2009-07-06,16667.0
2009-07-07,15502.0
2009-07-08,15502.0
2009-07-10,15545.0
2009-07-13,15511.0
2009-07-14,15197.0
2009-07-15,15197.0
2009-07-16,15818.0
2009-07-17,15972.0
2009-07-20,17055.0
2009-07-21,17134.0
2009-07-22,16973.0
2009-07-23,18149.0
2009-07-24,18357.0
2009-07-27,18449.0
2009-07-28,18372.0
2009-07-29,17635.0
2009-07-30,18378.0
2009-07-31,18666.0
2009-08-03,19898.0
2009-08-04,19938.0
2009-08-05,20284.0
2009-08-06,19655.0
2009-08-07,20230.0
2009-08-10,20730.0
2009-08-11,19661.0
2009-08-12,20488.0
2009-08-13,20948.0
2009-08-14,20538.0
2009-08-17,19118.0
2009-08-18,19649.0
2009-08-19,20056.0
2009-08-20,20731.0
2009-08-21,21629.0
2009-08-24,21675.0
2009-08-25,21321.0
2009-08-26,21666.0
2009-08-27,21604.0
2009-08-28,21601.0
2009-08-31,20389.0
2009-09-01,19715.0
2009-09-02,19715.0
2009-09-03,20036.0
2009-09-04,20981.0
2009-09-08,22184.0
2009-09-09,22239.0
2009-09-10,22865.0
2009-09-11,22695.0
2009-09-14,23197.0
2009-09-15,23593.0
2009-09-16,24740.0
2009-09-17,24565.0
2009-09-18,25032.0
2009-09-21,25257.0
2009-09-22,25822.0
2009-09-23,24825.0
2009-09-24,24375.0
2009-09-25,24375.0
2009-09-28,25336.0
2009-09-29,25254.0
2009-09-30,25537.0
2009-10-01,24478.0
2009-10-02,25191.0
2009-10-05,26388.0
2009-10-06,26690.0
2009-10-07,26657.0
2009-10-08,27779.0
